queryid	query	source	rank	top	bottom	score	url	result_height
22	天天向商软件官方下载	sogou	1	7	207	0	http://wap.sogou.com/web/uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919081428/keyword=%E5%A4%A9%E5%A4%A9%E5%90%91%E5%95%86%E8%BD%AF%E4%BB%B6%E5%AE%98%E6%96%B9%E4%B8%8B%E8%BD%BD/id=2ea6edf4-3e24-4fc3-bf6b-94c92f229bdc/sec=tjOU396HtLXz3akx3fFwdA../dp=1/vr=11000203/k=%E5%A4%A9%E5%A4%A9%E5%90%91%E5%95%86/tc?dp=1&key=%E5%A4%A9%E5%A4%A9%E5%90%91%E5%95%86%E8%BD%AF%E4%BB%B6%E5%AE%98%E6%96%B9%E4%B8%8B%E8%BD%BD&pno=1&g_ut=3&is_per=0&clk=1&url=http%3A%2F%2Fwap.sogou.com%2Fapp%2Fapkdetail.jsp%3Fpid%3D34%26cid%3D35%26docid%3D3075342201306930423%26e%3D1394%26f%3D9%26fquery%3D%25E5%25A4%25A9%25E5%25A4%25A9%25E5%2590%2591%25E5%2595%2586%25E8%25BD%25AF%25E4%25BB%25B6%25E5%25AE%2598%25E6%2596%25B9%25E4%25B8%258B%25E8%25BD%25BD&vrid=11000203&wml=1&linkid=newtitle&w=1878	1970
23	笃字的拼音	sogou	5	717	783	0	http://wap.sogou.com/web/uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919081515/keyword=%E7%AC%83%E5%AD%97%E7%9A%84%E6%8B%BC%E9%9F%B3/id=e2c6f4ac-8dcc-4b42-a6ec-80d3eae4f530/sec=9liT95SplAm64FQcDswjFQ../dp=1/tc?pg=webz&clk=7&url=http%3A%2F%2Fzhongwenzhuanpinyin.51240.com%2F__jp7__pinyinchaxun%2F&f=0&id=e2c6f4ac-8dcc-4b42-a6ec-80d3eae4f530&dp=1&key=%E7%AC%83%E5%AD%97%E7%9A%84%E6%8B%BC%E9%9F%B3&pno=1&g_ut=3&is_per=0&wml=0&w=1347	2698
30	腾讯电脑管家	sogou	1	7	359	0	http://wap.sogou.com/web/uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919095928/keyword=%E8%85%BE%E8%AE%AF%E7%94%B5%E8%84%91%E7%AE%A1%E5%AE%B6/id=e398d227-95c3-4e12-92f4-6fc1e3721398/sec=zC-EhsjI_ZiMKKk-_spJpg../dp=1/vr=11000203/k=%E6%89%8B%E6%9C%BA%E7%AE%A1%E5%AE%B6/tc?dp=1&key=%E8%85%BE%E8%AE%AF%E7%94%B5%E8%84%91%E7%AE%A1%E5%AE%B6&pno=1&g_ut=3&is_per=0&clk=1&url=http%3A%2F%2Fwap.sogou.com%2Fapp%2Fapkdetail.jsp%3Fpid%3D34%26cid%3D52%26docid%3D-2479663939934656660%26e%3D1394%26f%3D9%26fquery%3D%25E8%2585%25BE%25E8%25AE%25AF%25E7%2594%25B5%25E8%2584%2591%25E7%25AE%25A1%25E5%25AE%25B6&vrid=11000203&wml=1&linkid=0&w=1878	2239
33	note7国行爆炸	sogou	5	1336	1457	0	http://wap.sogou.com/web/uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919105257/keyword=note7%E5%9B%BD%E8%A1%8C%E7%88%86%E7%82%B8/id=1b90efea-6334-4e2d-8bec-e1b944e893dd/sec=vvteBaik-wvAnB4m2H5DjA../dp=1/vr=30000909/tc?dp=1&key=note7%E5%9B%BD%E8%A1%8C%E7%88%86%E7%82%B8&pno=1&g_ut=3&is_per=0&pg=webz&clk=6&url=http%3A%2F%2Fnews.southcn.com%2Fcommunity%2Fcontent%2F2016-09%2F19%2Fcontent_156011162_3.htm&f=0&vrid=30000909&linkid=0&wml=0&w=1347	3070
40	深圳三和人才市场招聘	sogou	2	416	559	0	http://wap.sogou.com/web/uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919163232/keyword=%E6%B7%B1%E5%9C%B3%E4%B8%89%E5%92%8C%E4%BA%BA%E6%89%8D%E5%B8%82%E5%9C%BA%E6%8B%9B%E8%81%98/id=34738647-f3be-44b2-9dc8-8a3fd3569b67/sec=a8rhNOtaMbgp5erlgtZ5gQ../dp=1/tc?pg=webz&clk=2&url=http%3A%2F%2Fwww.szsh.com%2FArticle%2FNewsView.asp%3FID%3D10722&f=0&id=34738647-f3be-44b2-9dc8-8a3fd3569b67&dp=1&key=%E6%B7%B1%E5%9C%B3%E4%B8%89%E5%92%8C%E4%BA%BA%E6%89%8D%E5%B8%82%E5%9C%BA%E6%8B%9B%E8%81%98&pno=1&g_ut=3&is_per=0&wml=0&w=1347	4689
40	深圳三和人才市场招聘	sogou	3	565	730	0	http://wap.sogou.com/web/uID=FIeW8l4_EZW4HVRn/v=5/type=1/sp=1/ct=160919163232/keyword=%E6%B7%B1%E5%9C%B3%E4%B8%89%E5%92%8C%E4%BA%BA%E6%89%8D%E5%B8%82%E5%9C%BA%E6%8B%9B%E8%81%98/id=34738647-f3be-44b2-9dc8-8a3fd3569b67/sec=a8rhNOtaMbgp5erlgtZ5gQ../dp=1/tc?pg=webz&clk=3&url=http%3A%2F%2Fwww.shenchuang.com%2Fnode_25793.htm&f=0&id=34738647-f3be-44b2-9dc8-8a3fd3569b67&dp=1&key=%E6%B7%B1%E5%9C%B3%E4%B8%89%E5%92%8C%E4%BA%BA%E6%89%8D%E5%B8%82%E5%9C%BA%E6%8B%9B%E8%81%98&pno=1&g_ut=3&is_per=0&wml=0&w=1347	2683
35	申通快递	sogou	2	289	476	0	http://wap.sto.cn/	-1
35	申通快递	baidu	2	237	365.375	0	http://wap.sto.cn/	-1
35	申通快递	sm	1	6	306	0	http://wap.sto.cn/	-1
35	申通快递	sm	2	312	440	0	http://wap.sto.cn/	-1
35	申通快递	haosou	2	540	699	0	http://wap.sto.cn/	-1
11	美女图片	sm	4	627.5	756.5	0	http://wap.yesky.com/pic/	5256
12	oppor9	haosou	3	730	913	0	http://wap.yesky.com/product/product/968/968840/	4144
11	美女图片	sm	5	762.5	1001.5	0	http://wap.yesky.com/searchpicture.do?wd=%C3%C0%C5%AE&albumId=35414568#from=shenma	2358
1	走路软件	haosou	3	454	648	0	http://wap.yzmg.com/app/125727.html	-1
2	49天之同人	sogou	3	308	473	0	http://wap.zdface.com/a/mNewShow_573460_1.htm	4439
12	oppor9	sm	3	549	678	0	http://wap.zol.com.cn/1116/1115953/index.html	5612
12	oppor9	haosou	1	144	543	0	http://wap.zol.com.cn/1116/1115953/index.html?from=360onebox	5570
12	oppor9	sogou	1	54	375	0	http://wap.zol.com.cn/1116/1115953/index.html?from=sogou	5570
12	oppor9	sogou	2	382	508	0	http://wap.zol.com.cn/1116/1115953/index.html?from=sogou	5612
13	拔罐之后皮肤很黑是什么情况	haosou	2	203	362	0	http://wapask.39.net/question/17756394.html	4058
50	下面痒是怎么回事	sm	3	591	740	0	http://wapask.39.net/question/19987412.html	7527
50	下面痒是怎么回事	sm	5	957	1106	0	http://wapask.39.net/question/3124713.html	5093
50	下面痒是怎么回事	haosou	5	770	953	0	http://wapask.39.net/question/3971412.html	5164
13	拔罐之后皮肤很黑是什么情况	sm	3	421	529	0	http://wapask.fh21.com.cn/view/100662832.html	4385
13	拔罐之后皮肤很黑是什么情况	sm	4	535	781	0	http://wapask.fh21.com.cn/view/100662832.html	4419
47	一路顺疯	baidu	1	10	228	0	http://wapbaike.baidu.com/item/%E4%B8%80%E8%B7%AF%E9%A1%BA%E7%96%AF/2287934?fr=aladdin&ref=wise&ssid=0&from=0&uid=0&pu=usm%404%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537&bd_page_type=1&baiduid=28CA62301A81EE0B64EBAB61D79B52D6&tj=Xv_1_0_10_title	3563
32	上海商学院志愿者服务网	baidu	5	659.71875	854.71875	0	http://wapbaike.baidu.com/item/%E4%B8%8A%E6%B5%B7%E5%95%86%E5%AD%A6%E9%99%A2%E5%BF%97%E6%84%BF%E8%80%85?adapt=1&fr=aladdin	1567
38	广州市第八人民医院	baidu	1	10	205	0	http://wapbaike.baidu.com/item/%E5%B9%BF%E5%B7%9E%E5%B8%82%E7%AC%AC%E5%85%AB%E4%BA%BA%E6%B0%91%E5%8C%BB%E9%99%A2?fr=aladdin&ref=wise&ssid=0&from=0&uid=0&pu=usm%403%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537&bd_page_type=1&baiduid=2B80FDF9062F094A9745020CFC257705&tj=Xv_1_0_10_title	2248
21	春江花月夜原文	baidu	2	293	488	0	http://wapbaike.baidu.com/item/%E6%98%A5%E6%B1%9F%E8%8A%B1%E6%9C%88%E5%A4%9C/1701?fr=aladdin&ref=wise&ssid=0&from=0&uid=0&pu=usm%402%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537&bd_page_type=1&baiduid=84BFF19370F8EA0D32E6BAA94519B3B1&tj=bk_polysemy_2_0_10_title	2478
31	果糖的主要功能	sogou	3	432	572	0	http://wapbaike.baidu.com/item/%E6%9E%9C%E7%B3%96	3612
36	比萨斜塔	baidu	1	10	205	0	http://wapbaike.baidu.com/item/%E6%AF%94%E8%90%A8%E6%96%9C%E5%A1%94?fr=aladdin&ref=wise&ssid=0&from=0&uid=0&pu=usm%403%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537&bd_page_type=1&baiduid=2B80FDF9062F094A9745020CFC257705&tj=Xv_1_0_10_title	5240
15	江疏影	baidu	1	10	229	0	http://wapbaike.baidu.com/item/%E6%B1%9F%E7%96%8F%E5%BD%B1?fr=aladdin&ref=wise&ssid=0&from=0&uid=0&pu=usm%406%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537&bd_page_type=1&baiduid=8A3770A32C92F92229947D3CE0C4434A&tj=Xv_1_0_10_title	4495
29	炒饼的做法	baidu	5	732.703125	927.703125	0	http://wapbaike.baidu.com/item/%E7%82%92%E9%A5%BC?fr=aladdin&ref=wise&ssid=0&from=0&uid=0&pu=usm%402%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537&bd_page_type=1&baiduid=9E1F4A5C0B7ECB89B9A63529F0F94136&tj=bk_polysemy_5_0_10_title	3406
46	百度	baidu	3	318	513	0	http://wapbaike.baidu.com/item/%E7%99%BE%E5%BA%A6?fr=aladdin&ref=wise&ssid=0&from=0&uid=0&pu=usm%405%2Csz%401320_2001%2Cta%40iphone_1_9.1_3_601&bd_page_type=1&baiduid=28CA62301A81EE0B64EBAB61D79B52D6&tj=Xv_3_0_10_title	3926
18	海南碧桂园	sm	3	532	640	0	http://wapbaike.baidu.com/item/%E7%A2%A7%E6%A1%82%E5%9B%AD%C2%B7%E9%87%91%E6%B2%99%E6%BB%A9?adapt=1	5887
18	海南碧桂园	baidu	1	10	205	0	http://wapbaike.baidu.com/item/%E7%A2%A7%E6%A1%82%E5%9B%AD%C2%B7%E9%87%91%E6%B2%99%E6%BB%A9?fr=aladdin&ref=wise&ssid=0&from=0&uid=0&pu=usm%401%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537&bd_page_type=1&baiduid=84BFF19370F8EA0D32E6BAA94519B3B1&tj=bk_polysemy_1_0_10_title	5887
23	笃字的拼音	baidu	4	472	667	0	http://wapbaike.baidu.com/item/%E7%AC%83%E5%BF%97?fr=aladdin&ref=wise&ssid=0&from=0&uid=0&pu=usm%402%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537&bd_page_type=1&baiduid=A907E59EEF95C80C05A49BAF2DD6B2E3&tj=Xv_4_0_10_title	1771
45	绿地集团	baidu	1	10	205	0	http://wapbaike.baidu.com/item/%E7%BB%BF%E5%9C%B0%E9%9B%86%E5%9B%A2?fr=aladdin&ref=wise&ssid=0&from=0&uid=0&pu=usm%403%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537&bd_page_type=1&baiduid=28CA62301A81EE0B64EBAB61D79B52D6&tj=Xv_1_0_10_title	2795
30	腾讯电脑管家	baidu	2	193.375	388.375	0	http://wapbaike.baidu.com/item/%E8%85%BE%E8%AE%AF%E7%94%B5%E8%84%91%E7%AE%A1%E5%AE%B6?fr=aladdin&ref=wise&ssid=0&from=0&uid=0&pu=usm%404%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537&bd_page_type=1&baiduid=A907E59EEF95C80C05A49BAF2DD6B2E3&tj=Xv_2_0_10_title	2848
17	金贝辛格	baidu	1	10	205	0	http://wapbaike.baidu.com/item/%E9%87%91%C2%B7%E8%B4%9D%E8%BE%9B%E6%A0%BC?fr=aladdin&ref=wise&ssid=0&from=0&uid=0&pu=usm%402%2Csz%401320_2001%2Cta%40iphone_1_9.1_3_601&bd_page_type=1&baiduid=84BFF19370F8EA0D32E6BAA94519B3B1&tj=Xv_1_0_10_title	3650
25	雪佛兰	baidu	5	1286.75	1481.75	0	http://wapbaike.baidu.com/item/%E9%9B%AA%E4%BD%9B%E5%85%B0?fr=aladdin&ref=wise&ssid=0&from=0&uid=0&pu=usm%408%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537&bd_page_type=1&baiduid=A907E59EEF95C80C05A49BAF2DD6B2E3&tj=Xv_5_0_10_title	4055
39	青岛职业技术学院	baidu	2	164	359	0	http://wapbaike.baidu.com/item/%E9%9D%92%E5%B2%9B%E8%81%8C%E4%B8%9A%E6%8A%80%E6%9C%AF%E5%AD%A6%E9%99%A2?fr=aladdin&ref=wise&ssid=0&from=0&uid=0&pu=usm%404%2Csz%401320_1001%2Cta%40iphone_2_5.0_3_537&bd_page_type=1&baiduid=2B80FDF9062F094A9745020CFC257705&tj=Xv_2_0_10_title	3378
5	提现到挂失的银行卡里怎么办	sogou	2	185	420	0	http://wapiknow.baidu.com/question/136977420136721125	801
20	梦见失去工作	sogou	3	448	683	0	http://wapiknow.baidu.com/question/2137938002751643348	707
5	提现到挂失的银行卡里怎么办	sogou	3	427	640	0	http://wapiknow.baidu.com/question/264717376274705165	979
31	果糖的主要功能	sogou	2	156	425	0	http://wapiknow.baidu.com/question/325277843	1045
23	笃字的拼音	sogou	2	225	434	0	http://wapiknow.baidu.com/question/38781580	2072
10	wipe cache partition	sogou	4	769	999	0	http://wapiknow.baidu.com/question/434446569854081764	1102
44	关于秋天的作文500字	sogou	4	693	988	0	http://wapiknow.baidu.com/question/483783862	2577
7	宝塔镇河妖的下一句是什么	sogou	1	7	222	0	http://wapiknow.baidu.com/question/874335809794957732	1628
9	好看的小说	sogou	5	1086	1207	0	http://wapiknow.baidu.com/question/89203500	1677
9	好看的小说	sogou	2	561	615	0	http://wapp.baidu.com/f?kz=1424657141&pn=0&	4385
7	宝塔镇河妖的下一句是什么	sogou	4	508	700	0	http://wapp.baidu.com/f?kz=2195580927&pn=0&	2392
24	天气预报济南	sogou	3	676	846	0	http://waptianqi.2345.com/jinan-54823.htm	2660
24	天气预报济南	sm	3	981	1130	0	http://waptianqi.2345.com/jinan-54823.htm	2876
24	天气预报济南	haosou	2	743	1050	0	http://waptianqi.2345.com/jinan-54823.htm	2876
31	果糖的主要功能	baidu	5	664	808	0	http://wapwenku.baidu.com/view/32b9702de45c3b3566ec8b3b.html?ssid=0&from=0&uid=0&pu=usm@0,sz@1320_2001,ta@iphone_1_9.1_3_601&bd_page_type=1&baiduid=A907E59EEF95C80C05A49BAF2DD6B2E3&tj=www_normal_5_0_10_title	2942
10	wipe cache partition	baidu	5	782.71875	926.71875	0	http://wapwenku.baidu.com/view/d600b4113169a4517723a39f.html?ssid=0&from=0&uid=0&pu=usm@2,sz@1320_2001,ta@iphone_1_9.1_3_601&bd_page_type=1&baiduid=8D603B2C73A9A275470A1ED18A5D9695&tj=www_normal_5_0_10_title#1	2131
31	果糖的主要功能	sogou	1	7	149	0	http://wapypk.39.net/1000006035/	3183
44	关于秋天的作文500字	haosou	5	1131.75	1380.75	0	http://wenda.so.com/q/1374368768061605?src=140	2037
23	笃字的拼音	sm	3	492	857	0	http://wenwen.m.sogou.com/qudetail.jsp?qid=221332272&g_f=12719	1782
7	宝塔镇河妖的下一句是什么	baidu	3	385	529	0	http://wenwen.m.sogou.com/qudetail.jsp?qid=428039029	1607
7	宝塔镇河妖的下一句是什么	sogou	2	229	378	0	http://wenwen.m.sogou.com/qudetail.jsp?qid=428039029&g_f=11301036	1828
10	wipe cache partition	sogou	2	225	528	0	http://wenwen.m.sogou.com/qudetail.jsp?qid=599965544	1462
20	梦见失去工作	sogou	1	7	292	0	http://wenwen.m.sogou.com/qudetail.jsp?qid=646425523	300
50	下面痒是怎么回事	sogou	4	978	1142	0	http://wenwen.m.sogou.com/qudetail.jsp?qid=651312743&g_f=11301036	300
5	提现到挂失的银行卡里怎么办	sogou	1	7	178	0	http://wenwen.m.sogou.com/qudetail.jsp?qid=652140077	300
13	拔罐之后皮肤很黑是什么情况	sogou	1	7	402	0	http://wenwen.m.sogou.com/qudetail.jsp?qid=652466599	1767
9	好看的小说	sogou	3	621	813	0	http://wk.baidu.com/view/320addd40029bd64793e2c4b	2273
21	春江花月夜原文	sogou	5	632	865	0	http://wk.baidu.com/view/fc4ea9e90975f46527d3e1e4#1	1394
50	下面痒是怎么回事	sm	1	6	406	0	http://www.120ask.com/question/19256493.htm	480
47	一路顺疯	haosou	5	1114.75	1286.75	0	http://www.1905.com/vod/play/m/711717.shtml	3331
36	比萨斜塔	baidu	4	633	777	0	http://www.360doc.cn/article/190769_149137233.html	4213
11	美女图片	haosou	5	1182	1372	0	http://www.4493.com/	300
16	闵行区农业银行	sm	4	833	982	0	http://www.aibang.com/shanghai/xingqu_nonghang/	4550
16	闵行区农业银行	haosou	2	622	805	0	http://www.aibang.com/shanghai/xingqu_nonghang/	4622
34	海马s5	haosou	2	457	684	0	http://www.autohome.com.cn/3214/	5116
35	申通快递	sogou	5	1199	1338	0	http://www.bjsto.cn/index.aspx	1098
19	长江水文网	sogou	1	7	145	0	http://www.cjh.com.cn/data/sc.action?scid=3g.page&pid=583	2415
19	长江水文网	baidu	1	10	154	0	http://www.cjh.com.cn/data/sc.action?scid=3g.page&pid=583	2415
19	长江水文网	haosou	1	6	165	0	http://www.cjh.com.cn/data/sc.action?scid=3g.page&pid=583	2415
19	长江水文网	sogou	3	275	394	0	http://www.cjh.com.cn/out/	2985
19	长江水文网	baidu	2	164	286	0	http://www.cjh.com.cn/sq/data/sc.action?scid=cjh.sq	311
19	长江水文网	haosou	3	397	556	0	http://www.cjh.com.cn/sq/data/sc.action?scid=cjh.waterdata	478
19	长江水文网	baidu	4	428	550	0	http://www.cjsysw.com.cn/	2463
41	一级建造师注册网	sogou	1	7	170	0	http://www.coc.gov.cn/	1313
41	一级建造师注册网	baidu	1	10	154	0	http://www.coc.gov.cn/	1313
41	一级建造师注册网	haosou	1	420	736	0	http://www.coc.gov.cn/	1313
41	一级建造师注册网	sogou	2	177	340	0	http://www.constructor.cn/	3869
41	一级建造师注册网	baidu	3	296	440	0	http://www.constructor.cn/	3869
31	果糖的主要功能	haosou	3	400	581	0	http://www.docin.com/touch_new/previewHtml.do?id=442094725	8297
5	提现到挂失的银行卡里怎么办	baidu	5	630	752	0	http://www.gdwsxh.cn/gerty/201609084033.html	300
44	关于秋天的作文500字	baidu	5	751	891	0	http://www.gkstk.com/touch/art-116223.html	-1
44	关于秋天的作文500字	sogou	2	399	516	0	http://www.gkstk.com/touch/art-224889.html	-1
45	绿地集团	sogou	3	699	861	0	http://www.greenlandsc.com/	1518
45	绿地集团	haosou	1	404	563	0	http://www.greenlandsc.com/	1518
21	春江花月夜原文	sm	2	349	478	0	http://www.gushiwen.org/GuShiWen_027497095c.aspx?WebShieldDRSessionVerify=wuKOrZOSvlrggyCoemF4	2852
38	广州市第八人民医院	sogou	1	7	146	0	http://www.gz8h.com.cn/	2496
38	广州市第八人民医院	baidu	2	215	359	0	http://www.gz8h.com.cn/	2496
38	广州市第八人民医院	haosou	1	6	167	0	http://www.gz8h.com.cn/	2496
9	好看的小说	haosou	3	803	988	0	http://www.haokan5.com/	2589
45	绿地集团	sogou	5	1013	1415	0	http://www.hnldzy.cn/	701
43	我的世界籽岷	sogou	2	130	272	0	http://www.iqiyi.com/a_19rrhbg1sh.html	1698
42	韩剧步步惊心丽	haosou	2	305	477	0	http://www.koreastardaily.com/sc/news/72926	16611
4	广西流浪汉月半小夜曲快手	haosou	1	6	211	0	http://www.kssya.com/plugin.php?id=xigua_wsq&a=viewthread&tid=784&mobile=2	1061
38	广州市第八人民医院	haosou	2	173	450	0	http://www.liangyi.com/hpCenter?hospital_id=Gqi4BMUcxmc&source=360_onebox	1994
27	美国神婆	sogou	1	7	205	0	http://www.meiguoshenpo.com/	5023
27	美国神婆	haosou	2	233	416	0	http://www.meiguoshenpo.com/meiri/susanmiller/	5626
27	美国神婆	haosou	3	422	605	0	http://www.meiguoshenpo.com/MeiYue/	5708
27	美国神婆	haosou	5	933.75	1116.75	0	http://www.meiguoshenpo.com/MeiZhou/	5792
41	一级建造师注册网	baidu	4	450	572	0	http://www.pqrc.org.cn/	-1
39	青岛职业技术学院	haosou	5	1021.75	1180.75	0	http://www.qdgw.com/	1587
4	广西流浪汉月半小夜曲快手	haosou	2	217	376	0	http://www.qiushibaike.com/article/116629180	12584
7	宝塔镇河妖的下一句是什么	baidu	4	539	661	0	http://www.qiushibaike.com/article/70967731	300
7	宝塔镇河妖的下一句是什么	haosou	4	714.75	873.75	0	http://www.qiushibaike.com/article/70967731	300
39	青岛职业技术学院	sogou	1	7	124	0	http://www.qtc.edu.cn/	1182
39	青岛职业技术学院	baidu	3	369	513	0	http://www.qtc.edu.cn/	1182
39	青岛职业技术学院	haosou	1	6	227	0	http://www.qtc.edu.cn/	1182
32	上海商学院志愿者服务网	sogou	3	275	391	0	http://www.shjxdw.cn/jswm/zyfw/2012/1221/9b82fcf5-c396-43e0-be49-9420a8451f09.shtml	3485
3	全民大学霸	baidu	3	318	440	0	http://www.sodu.cc/wap/mulu_304508.html	1376
3	全民大学霸	sm	2	337	466	0	http://www.sodu.cc/wap/mulu_304508.html	1376
45	绿地集团	sogou	4	868	1007	0	http://www.sogou.com/quan?query=%C2%CC%B5%D8%BC%AF%CD%C5&city=%B1%B1%BE%A9&f_city=%B1%B1%BE%A9&flag_city=0&qt=zhaopin	1793
40	深圳三和人才市场招聘	sogou	1	7	409	0	http://www.sogou.com/quan?query=%C9%EE%DB%DA%C8%FD%BA%CD&city=%C9%EE%DB%DA&f_city=%C9%EE%DB%DA&flag_city=0&qt=zhaopin	1884
43	我的世界籽岷	sogou	4	630	819	0	http://www.tangdou.com/v55/dANQNEMjwTxT5Q2.html	2323
12	oppor9	haosou	5	1241.75	1412.75	0	http://www.waqu.com/vshare/playlist.php?playlistid=56f245cececaab354625b536&source=360qingBstyle	300
36	比萨斜塔	sm	4	2144.3125	2344.6875	0	http://www.yidianzixun.com/0AgukFek	10411
29	炒饼的做法	sm	4	955	1117	0	http://www.youban.com/food-2219.html	2266
42	韩剧步步惊心丽	haosou	3	483	762	0	http://www.youku.com/show_page/id_z67d68692e98711e5b522.html	2338
8	球球大作战兑换码礼品	sm	3	309	437	0	http://www.yxdown.com/linghao/game147983/	1357
2	49天之同人	haosou	5	874.75	1079.75	0	http://www.zdtxt.com/read.php?tid-947219-fpage-3.html	8297
21	春江花月夜原文	sm	5	805	946	0	http://www.zolsky.com/read/shicijianshang/01/502.htm	6800
13	拔罐之后皮肤很黑是什么情况	baidu	2	229	372	0	http://www.zybang.com/question/1281e99dab7e8d1ce0f9303711cacf7c.html	300
7	宝塔镇河妖的下一句是什么	sogou	3	385	502	0	http://www.zybang.com/question/1c33c825d2d4548b6c42604a61835021.html	1685
44	关于秋天的作文500字	baidu	3	296	442	0	http://www.zybang.com/question/27ab1f3f40f14ded98a8ed0fccfd7e21.html	1865
44	关于秋天的作文500字	sm	1	6	442	0	http://www.zybang.com/question/4aa9e1272dfdb39bb9764b31552717c9.html	2027
31	果糖的主要功能	sm	1	6	266	0	http://www.zybang.com/question/801a74faae25bf6a34816785a00368cb.html	1349
31	果糖的主要功能	sm	4	713	821	0	http://www.zybang.com/question/95653a99340da9dd7ab0c159c8378388.html	1349
31	果糖的主要功能	baidu	2	196	342	0	http://www.zybang.com/question/a53e605f9e4a64b47da61018d433e8d1.html	1887
14	小说排行榜	sogou	2	621	808	0	http://xiaoshuo.sogou.com/?fr=0005-000q	4343
30	腾讯电脑管家	haosou	5	1057.75	1240.75	0	http://xiazai.zol.com.cn/detail/19/181849.shtml	300
12	oppor9	baidu	4	1154.171875	1295.171875	0	http://xw.qq.com/digi_tech/20160308015399/DIG2016030801539900	4720
26	严东生逝世	sm	2	445	1099	0	http://xw.qq.com/news/20160918027421/NEW2016091802742100	4293
33	note7国行爆炸	haosou	3	518	736	0	http://xw.qq.com/tech/20160918026701	4133
38	广州市第八人民医院	baidu	3	369	562.703125	0	http://yi.baidu.com/search?zt=wisetezhi&key=%E5%B9%BF%E5%B7%9E%E5%B8%82%E7%AC%AC%E5%85%AB%E4%BA%BA%E6%B0%91%E5%8C%BB%E9%99%A2#/doctor/~key=%E5%B9%BF%E5%B7%9E%E5%B8%82%E7%AC%AC%E5%85%AB%E4%BA%BA%E6%B0%91%E5%8C%BB%E9%99%A2&listType=hospitalName	300
45	绿地集团	baidu	2	215	570	0	http://zhaopin.baidu.com/wise?query=%E7%BB%BF%E5%9C%B0%E9%9B%86%E5%9B%A2&city_sug=%E5%8C%97%E4%BA%AC&from=wz_zhaopinexactnew	1587
43	我的世界籽岷	sogou	3	279	623	0	http://zhibo.sogou.com/wap/anchor.html?id=10216602089992168120&js=1&f=704	1098
18	海南碧桂园	baidu	4	602	754	0	http://zhidao.baidu.com/question/1047947406306294499.html?fr=ala&word=%E6%B5%B7%E5%8D%97%E7%A2%A7%E6%A1%82%E5%9B%AD&device=mobile&ssid=0&from=0&uid=0&pu=usm@1,sz@1320_1001,ta@iphone_2_5.0_3_537&bd_page_type=1&baiduid=84BFF19370F8EA0D32E6BAA94519B3B1&tj=zhidao_4_0_10_l1	1091
5	提现到挂失的银行卡里怎么办	sm	1	6	425	0	http://zhidao.baidu.com/question/136977420136721125.html	1957
16	闵行区农业银行	sm	5	988	1442	0	http://zhidao.baidu.com/question/15219528.html	2541
7	宝塔镇河妖的下一句是什么	baidu	2	229	375	0	http://zhidao.baidu.com/question/1639319478168279140.html?device=mobile&ssid=0&from=0&uid=0&pu=usm@0,sz@1320_1001,ta@iphone_2_5.0_3_537&bd_page_type=1&baiduid=8D603B2C73A9A275470A1ED18A5D9695&tj=www_zhidao_normal_2_0_10_title	1365
12	oppor9	baidu	3	998.171875	1144.171875	0	http://zhidao.baidu.com/question/1641017329252116060.html?device=mobile&ssid=0&from=0&uid=0&pu=usm@7,sz@1320_1001,ta@iphone_2_5.0_3_537&bd_page_type=1&baiduid=84BFF19370F8EA0D32E6BAA94519B3B1&tj=www_zhidao_normal_3_0_10_title	1105
8	球球大作战兑换码礼品	baidu	5	708	854	0	http://zhidao.baidu.com/question/1693695125100392548.html?device=mobile&ssid=0&from=0&uid=0&pu=usm@0,sz@1320_1001,ta@iphone_2_5.0_3_537&bd_page_type=1&baiduid=8D603B2C73A9A275470A1ED18A5D9695&tj=www_zhidao_normal_5_0_10_title	2024
47	一路顺疯	baidu	4	691	965.703125	0	http://zhidao.baidu.com/question/1701651190544250500.html?device=mobile&ssid=0&from=0&uid=0&pu=usm@4,sz@1320_1001,ta@iphone_2_5.0_3_537&bd_page_type=1&baiduid=28CA62301A81EE0B64EBAB61D79B52D6&tj=sam_ubs_wise_normal_sublnk_4_0_10_title	1102
